afolabi,zachariah
afon,zach
afonso,zacchaeus
afra,zacar
africa,zabel
afua,yvonne
agafya,yvon
agamemnon,yvo
agape,yvette
agapios,yves
agata,yvain
agatha,yuval
agathangelos,yutke
agathe,yusuf
agathon,yussel
agaue,yusra
aggie,yushua
aghavni,yusef
gi,yuriy
aglaia,yuri(2)
aglaya,yuri(1)
aglea,yun
gnes,yumi
s,yuliya
agnes,yuliana
agnese,yulia
agnessa,yuko
agneta,yukiko
agnethe,yuki
agnieszka,yudel
agostina,yu
agostinho,yseult
agostino,ysabel
goston,yrj
gota,yrj
agrafena,youssef
agrippa,yousef
agrippina,young
agrona,yoshiro
gueda,yoshiko
ah,yosef
ahab,york
aharon,yorick
ahmad,yori
ahmed,yorath
ahmet,yong
ahriman,yonca
ahtahkakoop,yonatan
ahuramazda,yonah
ahuva,yolonda
ai(1),yolande
ai(2),yolanda
aias,yoko
aida,yoel
aidan,yochanan
aiden,yoav
is,yngve
aikaterine,yngvar
ailbhe,ylva
aileas,yitzhak
aileen,yin
ailill,yildiz
s,yewande
ailpein,yevgeny
ailsa,yevgeniya
,yevgeni
aimo,yessenia
aina,yesenia
aindrea,yermolai
as,yered
ine,yente
aingeal,yen
aino,yelizaveta
ainsley,yelena
ainslie,yejide
aintzane,yehudit
aiolos,yehudi
'aisha,yehudah
aislin,yehiel
aisling,yechezkel
aislinn,yazmin
aithne,yaw
aitor,yavuz
ajax,yasu
ajeet,yasser
ajit,yasmine
ajith,yasmina
akakios,yasmin
akamu,yasir
akanksha,yashmine
akeem,yasha
akemi,yasamin
akhil,yaroslava
aki,yaroslav
akiko,yaropolk
akilah,yaron
akilina,yaromira
akim,yardena
akinyi,yarden
akio,yannis
akira,yannick
akiva,yannic
akoni,yann
akosua,yankel
aksel,yanick
aksinya,yan
aku,yale
akua,yakov
akulina,yakim
al,yahya
alaba,yahweh
alain,yahveh
alaina,yaffa
alan,yael
alana,yadira
alanis,yachna
alanna,yachin
alannah,yaa
alannis,xzavier
alaois,xylina
alaric,xylia
alasdair,xyleena
alastair,xun
alastar,xue
ona,xuan
alayna,xos
alba,xochitl
alban,xochiquetzal
alberic,xochipilli
albert,xochilt
alberta,xo
albertina,xiomara
albertine,ximun
alberto,ximena
albina,xiang
albrecht,xerxes
alby,xenophon
alcaeus,xenon
alcippe,xenocrates
alcyone,xenia
alden,xene
aldo,xena
aldous,xavior
aldrick,xaviera
alea,xavier
alease,xaviar
alec,xavia
alechjo,xaver
aled,xara
aleesha,xanthippe
aleit,xanthia
alejandra,xanthe
alejandro,xandra
alejo,xander
aleksandar,xabier
aleksander,wystan
aleksandr,wynter
aleksandra,wynonna
aleksandrina,wynne
aleksandro,wynn
aleksanteri,wynfor
aleksei,wyn
aleksi,wymond
alene,wybert
alenka,wyatt
alesha,wright
alessa,wren
alessandra,wouter
alessandro,wotan
alessia,woody
alessio,woodrow
aleta,wolodymyr
aletha,wolfram
alethea,wolfgang
alex,wolf
alexa,wojtek
alexander,wojciech
alexandr,woden
alexandra,wlodzislaw
alexandre,wlodzimierz
alexandrea,wlodek
alexandria,wladyslaw
alexandrie,witold(2)
alexandrina,witold(1)
alexandros,wislaw
alexandru,wisdom
alexei,wiremu
alexej,winton
alexia,winthrop
alexina,winter
alexis(1),winston
alexis(2),winona
alexius,winnifred
alexus,winnie
alf,winifred
alfeo,winfried
alfhild,winfred
alfons,windsor
alfonsina,wincenty
alfonso,wim
d,wilton
alfred,wilson
alfreda,wilmot
alfredo,wilmer
alfsigr,wilma
algar,willy
alger,willow
algernon,willoughby
ali,willis
alia,willie
aliah,william
alice,willem
alicia,willard
alida,willa
aliisa,will
alin,wilkie
alina(1),wilhelmina
alina(2),wilhelm
aline,wilfried
alis,wilfrid
alisa,wilfredo
alisha,wilfreda
alisia,wilfred
alison,wilford
alissa,wilf
alistair,wiley
alister,wilda
alisya,wilburn
alix,wilbur
aliyah,wilbert
aliz,wil
aliza,wiktoria
allan,wiktor
allannah,wikolia
allegra,wigburg
allegria,wieslawa
allen,wieslaw
allie,wielislaw
allison,wieland
allon,wiebke
ally,wiebe
allycia,widad
allyn,wickaninnish
allyson,wibeke
alma,whitney
almas,whitaker
almira,weston
almudena,wesley
alodia,werther
alois,werner
aloisia,wera
aloisio,wenzeslaus
alojz,wenzel
alon,wenonah
alondra,wenona
alonso,wendy
alonzo,wendi
aloysius,wendell
alp,wendel
alpertti,wenda
alpha,wenceslas
alphaeus,wen
alphonse,weldon
alphonsine,wekesa
alphonso,wei
alphonsus,webster
alphonzo,wayne
alpin,waylon
alta,wayland
altan,wawrzyniec
alte,wat
alter,wasswa
althea,wassim
alton,wasim
aludra,washington
alun,warwick
alva,warren
alvah,warner
alvar,wardell
lvaro,ward
alvena,wapasha
alvilda,wanda
alvin,waltraud
alvina,walton
alvis,walther
alwilda,walter
alwyn,walt
alya,wally
alyce,wallis
alyona,wallace
alys,walker
alysha,walid
alyson,walenty
alyssa,waldo
alyssia,waldemar
alyusha,walburga
alyx,wahida
alzbeta,wahid
ama,waheeda
amabel,waheed
amada,wade
amadeo,waclaw
amadeus,vytautas
amadi(1),vyacheslav
amadi(2),vulcan
amal(1),vsevolod
amal(2),vreni
amala,vosgi
lia,vortigern
amalia,vonda
amalric,volya
amalthea,v
amanda,volos
amandine,volodymyr
amando,volodya
amani,volker
amar,volkan
amara,vojtech
amaranta,voitto
amarante,voirrey
amardad,vlasi
amariah,vlaho
amaryllis,vladislava
amaterasu,vladislav
amato,vladimira
amaury,vladimir
amaya,vladilen
amber,vlad
ambra,vjekoslava
ambre,vjekoslav
ambrogino,vjeko
ambrogio,vivyan
ambroise,viviette
ambrose,vivienne
ambrosia,vivien
ambrosine,viviana
ambrosio,vivian
ambrus,viveka
amedea,vitya
amedeo,vittorio
amedeus,vittorino
lia,vittoria
amelia,vittore
lie,vitor
amen,vito
amenhotep,vitalia
america,vitali
americo,vitale
amerigo,vita
amethyst,v
amhlaidh,visnja
amhlaoibh,visitac
ami,vishnu
amias,vishal
amice,virginie
amie,virginia
amika,virgilio
amilcar,virgil
amilia,virgie
amin,virgee
amina,vipul
aminda,viorica
aminta,viorel
amir(1),violette
amir(2),violetta
amira,violeta
amita,violet
amittai,viola
amity,vinzenz
ammiel,vinnie
ammon,vinko
amon,vinh
amos,vincenzo
amparo,vincenza
amrit,vincente
amrita,vincentas
amy,vincent
amyas,vincenc
amynta,vince
an,vinay
ana,vinal
anacleto,vina
anacletus,vin
anahid,vilppu
anahita,vilmos
s,vilmar
anaitis,vilma
anakin,ville
anakoni,vilko
anan(1),viljem
anan(2),viljami
anand,vili
ananda,vilhj
anani,vilhelms
ananias,vilhelmo
ananta,vilhelmiina
ananth,vilhelmi
anantha,vilhelm
anargyros,vilfred
anaru,vilem
anas,vilchjo
anass,vikt
anastacia,viktoria
anastas,viktor
anastasia,vikram
anastasie,vikki
anastasio,vijaya
anastasios,vijay
anastasius,viggo
z,vienne
zia,vien
anat,vidya
anath(1),vidar
anath(2),vidal
anatole,vida
anatoli,vid
anatolius,victorius
anatoly,victorino
anatu,victorine
anaxagoras,victoria(2)
anca,victoria(1)
anchjo,v
andela,victor
ander,victoire
anders,vico
anderson,vicky
andor,vickie
andra,vicki
s,vicente
andras,vic
andraste,vibol
andrea(1),vi
andrea(2),veva
andreas,vester
andreea,vespera
andrei,vespasien
andreia,vespasiano
andrej,vespasian
andreja,vesna
andreu,v
andrew,veronika
andriana,ver
andries,ver
andrija,veronica
andrina,verona
andris,vernon
andriy,verner
andro,verna
androcles,vern
andromache,verity
andromeda,vergil
andronikos,verena
andrzej,vered
andy,vere
ane,vercingetorix
aneirin,vera
anelie,venyamin
anemone,venus
aneurin,venkat
anfisa,venka
angel,veniamin
ngela,venetia
angela,venceslav
le,vencesl
angelia,venceslao
angelica,vencel
angelika,vena
angelina,velvela
angeline,velvel
angelique,velma
angelita,velia
angelle,veli
angelo,velda
angelos,veera
angerona,veca
angharad,veasna
angie,vavrinec
angus,vaughn
angyalka,vaughan
ania,vasya
anibal,vasu
anica,vassily
anicetus,vasily
aniela,vasilka
anika,vasilisa
aniketos,vasilios
,vasilica
anima(1),vasili
anima(2),vasile
aniruddha,vasil
anisa,vashti
anise,vasco
anisim,vasanta
anita,vasant
anja,varya
anjali,varvara
anjelica,vartouhi
anka,varlam
anke,varius
ankur,varinius
ann,varinia
anna,varg
annabel,varfolomei
annabella,vardah
annabelle,varda
annalisa,vanya
annas,vanna
anne,vanja
anneka,vangelis
anneke,vanessa
anneli,vanda
annelie,vance
anneliese,vanamo
annelise,van(2)
annemarie,van(1)
annetta,valtteri
annette,valter
annice,valorie
annick,valora
annie,valkyrie
anniina,vali
annika,valeska
annikki,val
annis,valeriya
annmarie,valerius
annunciata,valeriu
annunziata,valerio
annuska,valerija
anona,val
anouk,valerie
anoush,valeriana
anouska,valerian
ansel,valeria
anselm,val
anselma,valentino
anselme,valentine(2)
anselmo,valentine(1)
ansgar,valentina
anshel,valent
anson,valentin
antal,valencia
antanas,valdis
ante,valdemar
antero,valda
anthea,valary
anthony,valarie
antigone,val
antigonus,vahan
antiope,vadim
antipater,v
anto,uzziel
antoine,uzziah
antoinette,uzma
anton,uzi
antonella,uwe
antonello,utz
antonette,uthman
antoni,ute
antonia,ustinya
antonie,usoa
antonietta,usman
antonija,usko
antonina,usha
antonino,uschi
antonio,usama
antonius,usagi
antono,urvakhsha
antony,urszula
antti,ursula
antun,ursella
antwan,ursel
anubis,urs
anunciaci
n,urjasz
anupam,urien
anushka,uriel
anwar,urias
anwen,uriah
anwer,uri
anya,urbano
aodh,urbana
aoibheann,urbain
n,uranus
aoide,urania
aoife,upton
aonghas,unity
aonghus,unique
aphra,unice
aphrodisia,undine
aphrodisios,una
aphrodite,ume
apikalia,umberto
apolinar,umar
apollinaire,uma
apollinaris,ulysses
apollinariya,ulyssa
apolline,ultan
apollo,ulrike
apollodoros,ulrika
apollonia,ulrik
apollonios,ulrich
apolonija,ulrica
apostolis,ulric
apostolos,ulla
apphia,ulisses
appius,ulisse
april,ulises
aquila,ulick
arabella,ulf
araceli,ulbrecht
aracelis,uland
aracely,ukko
arachne,
aragorn,uinseann
araminta,uilliam
aran,uilleam
aranka,uilleag
aranrhod,ugo
arantxa,udo
aras,uberto
arata,ualan
aravinda,uaithne
arcadia,tzufit
arcangelo,tzofiya
arcelia,tziporah
archelaus,tzeitel
archibald,tyson
archie,tyrrell
archimedes,tyrone
archippos,tyriq
ardal,tyrik
ardashir,tyrese
arden,tyrell
ardghal,tyreek
arduino,tyra
areli,tyr
ares,tymoteusz
aretha,tylor
arethusa,tyler
arevig,tylar
argus,tyko
argyris,tyge
argyros,tye
ari(1),tycho
ari(2),tybalt
ariadne,txomin
ariana,twyla
ariane,twila
arianna,twdor
arianne,tuyet
arianrhod,tuy
aric,tuvya
ariel,tuulikki
ariella,tutankhamon
arielle,turlough
arienne,turin
aries,ture
arik,tuor
arina,tuomo
arisha,tuomas
arista,t
aristide,t
aristides,tun
aristocles,tully
aristodemos,tullio
aristomache,tullia
ariston,tuija
aristophanes,tue
aristotle,tudur
arisu,tudor
arisztid,tucker
arjan,tuathal
arjun,tuan
arjuna,tu(2)
arkadi,tu(1)
arkadios,tsholofelo
arkady,trystan
arkell,tryphosa
arleen,tryphon
arlen,tryphena
arlene,trygve
arlette,tryggve
arlie,truman
arline,trueman
armand,trudy
armando,trudie
armel,trudi
armelle,troy
armin,trixie
armo,trix
arn,tristram
arnaldo,triston
arnau,tristin
arnaud,tristen
arnaude,trist
arndt,tristand
arne(1),trist
arne(2),tristan
arnie,trista
arnold,trisha
aroha,trish
aroldo,trinity
ron,trinidad
aron,trini
arrigo,trina
arron,trijntje
arsen,tricia
arseni,tria
arsenios,trey
art,trevor
artair,trevelyan
artemidoros,trev
artemis,tresha
artemisia,trenton
artemisios,trent
arthur,trefor
arttu,trecia
artturi,treasa
r,travis
artur,travers
arturo,tranter
arundhati,trajan
arvel,traian
arvid,trai
arvo,traherne
arwen,trahaearn
aryana,trafford
arzu,tracy
sa,tracie
asa,traci
as'ad,tracey
asad,tracee
asaf,trace
asaph,toya
rn,tovia
asdrubal,tova
aseem,toussaint
asenath,totty
ash,torvald
asha,torsten
ashanti,torquil
asher,tormod
asherah,torkel
ashlee,torin
ashleigh,toril
ashley,toribio
ashlie,toria
ashling,tori
ashlyn,torhild
ashlynn,torger
ashok,torgeir
ashoka,tore(2)
ashtad,tore(1)
ashton,tordis
ashtoreth,torcall
asia,torborg
asim,torbj
asklepiades,torben
asklepios,tora
aslaug,tor
asli,topsy
g,topher
asma,topaz
aspasia,tonya
aspen,tony
assumpci
assumpta,tonio
assunta,tonia
asta,toni(2)
astaroth,toni(1)
astarte,tondra
astor,tomos
astra,tommy
astraea,tommie
astrid,tommi
astrithr,tommaso
astrophel,tomislava
n,tomislav
asya,tomiko
ata,tomi
atalanta,tomer
atallah,tomaz
atara,tomasz
atarah,tomasa
ataullah,t
atefeh,tom
athanas,tomas
athanasia,toma(2)
athanasios,toma(1)
athanasius,tom
athelstan,tolly
athena,tola
athenias,toivo
atieno,toir
lio,toirdhealbhach
atilio,toini
atiya,toinette
atlas,toiba
atticus,todor
attila,todd
attilio,tod
auberon,toby
aubree,tobin
aubrey,tobias
aude,tobiah
audie,toal
audley,tlaloc
audra(1),tiziano
audra(2),tiziana
audrea,tiwlip
audrey,tiw
august(1),tivoli
august(2),tivadar
augusta,titus
auguste,titty
augustijn,tito
augustin,titilayo
augustine,titania
augusto,tisha
augusts,tirzah
augustus,tiras
aukusti,tiphanie
aulay,tipene
aulus,tinuviel
aune,tinek
aura,tina
aurangzeb,timoti
